WEM,english_text8_w2v_cbow_t8corpus_v_400_hs_1_09_apr_18.vec
 Time   ,30_May_18
radio,1,receiver,3, Different  Cluster 
rain,3,storm,1, Different  Cluster 
ray,1,shark,3, Different  Cluster 
recreation,0,skiing,3, Different  Cluster 
red,3,wine,3, Same  Cluster 
report,2,study,2, Same  Cluster 
representative,2,voice,1, Different  Cluster 
ring,3,water,3, Same  Cluster 
rise,2,travel,2, Same  Cluster 
rock,1,stone,3, Different  Cluster 
roll,3,toast,1, Different  Cluster 
root,3,stem,3, Same  Cluster 
rub,0,wipe,0, Same  Cluster 
rubber,3,stuff,1, Different  Cluster 
rugby,1,soccer,1, Same  Cluster 
sail,0,sheet,3, Different  Cluster 
scandal,2,week,2, Same  Cluster 
science,0,shelter,2, Different  Cluster 
score,3,success,2, Different  Cluster 
season,2,summer,1, Different  Cluster 
season,2,winter,3, Different  Cluster 
second,2,time,2, Same  Cluster 
seminar,1,sweet,1, Same  Cluster 
sex,2,stance,2, Same  Cluster 
share,2,stake,2, Same  Cluster 
shelter,2,tent,0, Different  Cluster 
shelter,2,wind,3, Different  Cluster 
shirt,1,tiger,1, Same  Cluster 
side,3,slope,3, Same  Cluster 
sight,3,vision,2, Different  Cluster 
simulation,3,theory,2, Different  Cluster 
skull,3,tooth,3, Same  Cluster 
slash,0,stroke,3, Different  Cluster 
smash,0,success,2, Different  Cluster 
snap,3,touch,3, Same  Cluster 
software,3,writing,2, Different  Cluster 
song,1,vocal,3, Different  Cluster 
soup,3,spaghetti,1, Different  Cluster 
soup,3,sweet,1, Different  Cluster 
speech,2,word,3, Different  Cluster 
steel,3,weapon,3, Same  Cluster 
step,3,travel,2, Different  Cluster 
step,3,walk,1, Different  Cluster 
storm,1,weather,3, Different  Cluster 
straight,3,stretch,3, Same  Cluster 
sun,3,toy,1, Different  Cluster 
tank,3,tub,0, Different  Cluster 
taxpayer,0,window,3, Different  Cluster 
throne,2,toilet,3, Different  Cluster 
ticket,2,writing,2, Same  Cluster 
victory,2,watch,1, Different  Cluster 
wife,1,woman,1, Same  Cluster 
workplace,2,workshop,1, Different  Cluster 
 Accuracy     ,47.47081712062256
 Number  Of  Clusters     ,4
